Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,experiment_group,Experiment,Instrument,Library Name,library_strategy,LibraryLayout,LibrarySelection,LibrarySource,mouse_id_number,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study,strain,tissue,treatment
SRR23914438,RNA-Seq,300,4345507200,PRJNA946653,SAMN33827010,1598924728,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725968,Illumina NovaSeq 6000,GSM7105489,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,73,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:10:00Z,1,GSM7105489,male,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,YMP
SRR23914439,RNA-Seq,300,13828541700,PRJNA946653,SAMN33827011,5060803083,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Young Plasma Injection,SRX19725967,Illumina NovaSeq 6000,GSM7105488,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,72,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:21:00Z,1,GSM7105488,male,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,PBS
SRR23914440,RNA-Seq,300,8356677900,PRJNA946653,SAMN33827012,3078419552,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Young Plasma Injection,SRX19725966,Illumina NovaSeq 6000,GSM7105487,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,84,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:24:00Z,1,GSM7105487,male,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),PBS
SRR23914441,RNA-Seq,300,9340828200,PRJNA946653,SAMN33827013,3479388979,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Young Plasma Injection,SRX19725965,Illumina NovaSeq 6000,GSM7105486,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,81,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:18:00Z,1,GSM7105486,male,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),YMP
SRR23914442,RNA-Seq,300,1298370000,PRJNA946653,SAMN33827014,488634552,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Young Plasma Injection,SRX19725964,Illumina NovaSeq 6000,GSM7105485,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,80,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:05:00Z,1,GSM7105485,male,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),PBS
SRR23914443,RNA-Seq,300,5644872300,PRJNA946653,SAMN33827015,2065017195,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725963,Illumina NovaSeq 6000,GSM7105484,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,77,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:12:00Z,1,GSM7105484,male,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),YMP
SRR23914444,RNA-Seq,300,2938339500,PRJNA946653,SAMN33827016,1066990957,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Young Plasma Injection,SRX19725962,Illumina NovaSeq 6000,GSM7105483,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,76,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105483,male,Hippocampus (anterior),SRP428176,C57BL/6JN,Hippocampus (anterior),PBS
SRR23914445,RNA-Seq,300,8586319500,PRJNA946653,SAMN33827041,3136550698,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725961,Illumina NovaSeq 6000,GSM7105458,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,80,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:16:00Z,1,GSM7105458,male,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,PBS
SRR23914446,RNA-Seq,300,4113686100,PRJNA946653,SAMN33827042,1545925180,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725960,Illumina NovaSeq 6000,GSM7105457,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,77,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105457,male,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,YMP
SRR23914447,RNA-Seq,300,3162879000,PRJNA946653,SAMN33827043,1137478043,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Young Plasma Injection,SRX19725959,Illumina NovaSeq 6000,GSM7105456,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,76,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:07:00Z,1,GSM7105456,male,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,PBS
SRR23914448,RNA-Seq,300,1639673400,PRJNA946653,SAMN33827044,605778333,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725958,Illumina NovaSeq 6000,GSM7105455,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,73,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:05:00Z,1,GSM7105455,male,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,YMP
SRR23914449,RNA-Seq,300,6206182800,PRJNA946653,SAMN33827045,2271799017,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Young Plasma Injection,SRX19725957,Illumina NovaSeq 6000,GSM7105454,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,72,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T12:45:00Z,1,GSM7105454,male,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,PBS
SRR23914450,RNA-Seq,300,7070980800,PRJNA946653,SAMN33827046,2610056544,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725956,Illumina NovaSeq 6000,GSM7105453,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,84,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:14:00Z,1,GSM7105453,male,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,PBS
SRR23914451,RNA-Seq,300,5781347100,PRJNA946653,SAMN33827047,2070223212,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Young Plasma Injection,SRX19725955,Illumina NovaSeq 6000,GSM7105452,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,81,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:13:00Z,1,GSM7105452,male,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,YMP
SRR23914452,RNA-Seq,300,4892517900,PRJNA946653,SAMN33827048,1791652665,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725954,Illumina NovaSeq 6000,GSM7105451,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,80,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:13:00Z,1,GSM7105451,male,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,PBS
SRR23914453,RNA-Seq,300,4624570500,PRJNA946653,SAMN33827049,1688509176,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Young Plasma Injection,SRX19725953,Illumina NovaSeq 6000,GSM7105450,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,77,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:12:00Z,1,GSM7105450,male,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,YMP
SRR23914454,RNA-Seq,300,7364145900,PRJNA946653,SAMN33827050,2705273279,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725952,Illumina NovaSeq 6000,GSM7105449,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,73,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:21:00Z,1,GSM7105449,male,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,YMP
SRR23914455,RNA-Seq,300,9067760400,PRJNA946653,SAMN33827051,3300007003,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725951,Illumina NovaSeq 6000,GSM7105448,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,72,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:22:00Z,1,GSM7105448,male,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,PBS
SRR23914456,RNA-Seq,300,2253350100,PRJNA946653,SAMN33827052,837782783,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Young Plasma Injection,SRX19725950,Illumina NovaSeq 6000,GSM7105447,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,84,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:06:00Z,1,GSM7105447,male,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,PBS
SRR23914457,RNA-Seq,300,8943137400,PRJNA946653,SAMN33827053,3251006003,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Young Plasma Injection,SRX19725949,Illumina NovaSeq 6000,GSM7105446,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,81,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:21:00Z,1,GSM7105446,male,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,YMP
SRR23914458,RNA-Seq,300,3479264100,PRJNA946653,SAMN33827054,1291565089,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Young Plasma Injection,SRX19725948,Illumina NovaSeq 6000,GSM7105445,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,80,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:07:00Z,1,GSM7105445,male,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,PBS
SRR23914459,RNA-Seq,300,3100677300,PRJNA946653,SAMN33827055,1124778622,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725947,Illumina NovaSeq 6000,GSM7105444,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,77,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:07:00Z,1,GSM7105444,male,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,YMP
SRR23914460,RNA-Seq,300,4926589200,PRJNA946653,SAMN33827056,1817732662,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725946,Illumina NovaSeq 6000,GSM7105443,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,76,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:11:00Z,1,GSM7105443,male,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,PBS
SRR23914461,RNA-Seq,300,9003328500,PRJNA946653,SAMN33827057,3266051022,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725945,Illumina NovaSeq 6000,GSM7105442,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:21:00Z,1,GSM7105442,female,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,AL
SRR23914462,RNA-Seq,300,2455760400,PRJNA946653,SAMN33827058,932168218,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725944,Illumina NovaSeq 6000,GSM7105441,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:07:00Z,1,GSM7105441,female,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,AL
SRR23914463,RNA-Seq,300,5876088900,PRJNA946653,SAMN33827059,2170976715,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725943,Illumina NovaSeq 6000,GSM7105440,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:10:00Z,1,GSM7105440,female,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,aDR
SRR23914464,RNA-Seq,300,4587576900,PRJNA946653,SAMN33827060,1693879623,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725942,Illumina NovaSeq 6000,GSM7105439,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:12:00Z,1,GSM7105439,female,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,AL
SRR23914465,RNA-Seq,300,7037354100,PRJNA946653,SAMN33827061,2481922975,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725941,Illumina NovaSeq 6000,GSM7105438,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:12:00Z,1,GSM7105438,female,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,aDR
SRR23914466,RNA-Seq,300,1131004800,PRJNA946653,SAMN33827062,413278070,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725940,Illumina NovaSeq 6000,GSM7105437,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:05:00Z,1,GSM7105437,female,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,aDR
SRR23914467,RNA-Seq,300,2219466600,PRJNA946653,SAMN33827063,809950359,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725939,Illumina NovaSeq 6000,GSM7105436,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:05:00Z,1,GSM7105436,female,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,AL
SRR23914468,RNA-Seq,300,3313498200,PRJNA946653,SAMN33827064,1222370658,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725938,Illumina NovaSeq 6000,GSM7105435,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105435,female,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,aDR
SRR23914469,RNA-Seq,300,7546116000,PRJNA946653,SAMN33827113,2832354722,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725937,Illumina NovaSeq 6000,GSM7105386,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:17:00Z,1,GSM7105386,female,Medulla,SRP428176,C57BL/6JN,Medulla,aDR
SRR23914470,RNA-Seq,300,6619169700,PRJNA946653,SAMN33827114,2445034871,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725936,Illumina NovaSeq 6000,GSM7105385,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:19:00Z,1,GSM7105385,female,Medulla,SRP428176,C57BL/6JN,Medulla,AL
SRR23914471,RNA-Seq,300,9303068700,PRJNA946653,SAMN33827115,3336463041,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725935,Illumina NovaSeq 6000,GSM7105384,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:15:00Z,1,GSM7105384,female,Medulla,SRP428176,C57BL/6JN,Medulla,aDR
SRR23914472,RNA-Seq,300,6465481200,PRJNA946653,SAMN33827116,2362013180,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725934,Illumina NovaSeq 6000,GSM7105383,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:13:00Z,1,GSM7105383,female,Medulla,SRP428176,C57BL/6JN,Medulla,aDR
SRR23914473,RNA-Seq,300,4097973000,PRJNA946653,SAMN33827117,1492020092,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725933,Illumina NovaSeq 6000,GSM7105382,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:09:00Z,1,GSM7105382,female,Medulla,SRP428176,C57BL/6JN,Medulla,AL
SRR23914474,RNA-Seq,300,844916700,PRJNA946653,SAMN33827118,313485370,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725932,Illumina NovaSeq 6000,GSM7105381,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:04:00Z,1,GSM7105381,female,Medulla,SRP428176,C57BL/6JN,Medulla,aDR
SRR23914475,RNA-Seq,300,2928246000,PRJNA946653,SAMN33827119,1048741768,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725931,Illumina NovaSeq 6000,GSM7105380,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105380,female,Medulla,SRP428176,C57BL/6JN,Medulla,aDR
SRR23914476,RNA-Seq,300,3762728700,PRJNA946653,SAMN33827120,1398815004,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725930,Illumina NovaSeq 6000,GSM7105379,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:40:00Z,1,GSM7105379,female,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,AL
SRR23914477,RNA-Seq,300,3696229800,PRJNA946653,SAMN33827121,1347331698,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725929,Illumina NovaSeq 6000,GSM7105378,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:10:00Z,1,GSM7105378,female,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,AL
SRR23914478,RNA-Seq,300,4987586700,PRJNA946653,SAMN33827122,1797882405,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725928,Illumina NovaSeq 6000,GSM7105377,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:11:00Z,1,GSM7105377,female,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,aDR
SRR23914479,RNA-Seq,300,13468110600,PRJNA946653,SAMN33827123,4890990216,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725927,Illumina NovaSeq 6000,GSM7105376,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:21:00Z,1,GSM7105376,female,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,AL
SRR23914480,RNA-Seq,300,4562111700,PRJNA946653,SAMN33827124,1678911662,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725926,Illumina NovaSeq 6000,GSM7105375,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:11:00Z,1,GSM7105375,female,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,aDR
SRR23914481,RNA-Seq,300,4850883600,PRJNA946653,SAMN33827125,1759001561,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725925,Illumina NovaSeq 6000,GSM7105374,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:10:00Z,1,GSM7105374,female,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,aDR
SRR23914482,RNA-Seq,300,3830979000,PRJNA946653,SAMN33827126,1391516369,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725924,Illumina NovaSeq 6000,GSM7105373,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:09:00Z,1,GSM7105373,female,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,AL
